companyName,accountID,country,city,state,companyType,rapNetMemberSince,totalRating,yearsSinceJoining
AH Diamonds & Gems,119817,CANADA,Toronto,Ontario,Polished Dealer/Broker ,2021-05-11T00:00:00,0,3
Ah Lok Company Ltd,97951,HONG KONG,Kowloon,,Diamond Mining,2015-02-13T00:00:00,0,9
Aharon Tamir,116546,ISRAEL,Petach Tikva,,Appraiser,2020-05-13T00:00:00,0,4
Aharoni Diamonds Ltd.,72194,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2010-06-23T00:00:00,0,14
AHD Import,55155,USA,new york,New York,Diamond Dealer/Broker,2005-03-31T00:00:00,0,19
AHILYA JEWELS PVT LTD,87717,INDIA,DELHI,Delhi,Diamond Manufacturer/Cutter,2013-01-15T00:00:00,0,11
Ahmad Kurdi Fine Jewellery,79174,UAE,Dubai,Dubai,Jewelry Manufacturer,2011-07-07T00:00:00,0,13
AI Diamonds,127124,INDIA,MUMBAI,Maharashtra,,2024-02-02T00:00:00,1,Less than 1 year
AiBaiNian Jewelry,117145,CHINA,Shenzhen,Guangdong,Diamond Dealer/Broker,2020-08-04T00:00:00,0,4
AID GROUP USA,86882,USA,New York,New York,Diamond Dealer/Broker,2012-11-12T00:00:00,0,12
AIJ Limited,121501,UNITED KINGDOM,Portsmouth,,Jeweler ,2021-11-23T00:00:00,0,3
Aily Diamond Boutique,112481,INDONESIA,Surakarta,Jawa Tengah,Diamond Dealer/Broker,2019-03-14T00:00:00,0,5
Airix Corporation,124798,JAPAN,Koto-ku,Tokyo,Diamond and Pearl Dealer/Broker,2023-02-02T06:37:00,0,1
"AiShangLi Jewelry Co.,Ltd",129344,CHINA,,,Diamond Dealer/Broker,2024-09-16T00:00:00,0,Less than 1 year
AISHPRA-A UNIT OF HARI PRASAD GOPI KRISHNA SARAF.,71795,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2009-09-16T00:00:00,0,15
AISHWARYA THE DIAMOND JEWELLERY,69743,INDIA,KOLKATTA,West Bengal,Jewelry Manufacturer,2011-08-07T00:00:00,0,13
AiWeiYi Jewelry,120328,CHINA,Shenzhen,Guangdong,Diamond Dealer/Broker,2021-06-23T00:00:00,0,3
AJ (Asia) Company Limited,127701,HONG KONG,,,Diamond Dealer/Broker,2024-04-07T00:00:00,0,Less than 1 year
AJ BROTHERS,115856,INDIA,DELHI,Delhi,Diamond Dealer/Broker,2020-01-23T00:00:00,0,4
AJ DESIGN AND RETAIL,124989,INDIA,New Delhi,Delhi,Diamond Dealer/Broker,2023-02-28T00:00:00,0,1
AJ DIAMOND,112483,INDIA,MUMBAI,Maharashtra,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2019-03-14T00:00:00,0,5
"AJ's Super Pawn, Inc.",73442,USA,Pomona,California,Pawn shop,2014-05-12T12:03:12,0,10
AJA Diamonds Watches,105055,USA,New York,New York,Diamond Dealer/Broker,2016-11-18T15:56:00,0,8
AJAL HK LIMITED,112161,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2019-02-21T00:00:00,0,5
ADINATH DIAM,121797,INDIA,MUMBAI,Maharashtra,,2021-12-27T00:00:00,0,3
ADINATH DIAMONDS AND JEWELLERY IMPEX PTY LTD,74141,AUSTRALIA,SYDNEY,New South Wales,"Diamond Dealer/Broker, Jewelry Manufacturer, Gold Buyer",2010-04-11T00:00:00,0,14
ADITYA DIAMONDS,118596,INDIA,Central Delhi,Delhi,Diamond Dealer/Broker,2021-01-13T00:00:00,0,3
ADITYA GEMS,73737,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2010-02-11T00:00:00,0,14
ADITYA PARIKH,125571,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2023-05-24T00:00:00,0,1
Adler Ind.,122013,USA,,Alabama,Diamond Dealer/Broker,2022-01-18T00:00:00,0,2
ADLER JOAILLIERS SA,14039,SWITZERLAND,Geneva,Aargau,Independent Jeweler 1-5 Stores,1999-06-29T00:00:00,0,25
Adler Trading Co. Inc.,80182,USA,Los Angeles,California,Diamond Dealer/Broker,2011-09-22T00:00:00,0,13
Adler Zvi,86858,ISRAEL,Ramat Gan,Israel,Diamond Manufacturer/Cutter,2013-12-02T03:34:00,0,11
Adler's,20337,USA,New Orleans,Louisiana,Independent Jeweler,2011-05-17T00:00:00,0,13
ADM Diamonds LLC,114604,ARMENIA,Armenia,,Diamond Dealer/Broker,2019-10-01T00:00:00,0,5
"Adonis Jewelry Co., Ltd.",116319,SOUTH KOREA,Seoul,,Diamond Dealer/Broker,2020-03-18T00:00:00,0,4
Adora Diamonds,39852,AUSTRALIA,Brisbane,Queensland,Diamond Dealer/Broker,2002-03-05T00:00:00,0,22
"Adore Bijoux Jewelers, Inc",70110,USA,Plano,Texas,Independent Jeweler,2011-01-24T00:00:00,0,13
AdornA,124562,USA,Los Angeles,California,Online Jewelry Store,2022-12-27T00:00:00,0,2
Adriann Joy LLC,107506,USA,Phoenix,Ohio,"Independent Jeweler 1-5 Stores, Online Jewelry Store",2017-09-06T00:00:00,0,7
ADT international,124642,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2023-01-11T02:24:00,0,1
ADTC DIAMONDS,9284,AUSTRALIA,MELBOURNE,Victoria,Diamond Dealer/Broker,2006-11-02T00:00:00,0,18
ADVANCED JEWELRY,121311,USA,Los Angeles,California,Jewelry Manufacturer,2021-10-25T00:00:00,0,3
AEA Diamond,86518,USA,New York,New York,"Diamond Dealer/Broker, Services",2012-10-23T00:00:00,0,12
Aebischer's Jewelry,115935,USA,Poland,Ohio,Jewelry Retailer,2020-01-31T00:00:00,0,4
AFFINITY DIAMONDS,52206,AUSTRALIA,Earlwood,New South Wales,"Jewelry Retail Chain, Independent Jeweler",2004-05-04T00:00:00,0,20
Affinity Gems,117672,USA,Los Angeles,California,Gem Dealer ,2020-09-21T00:00:00,0,4
AFIC DIAMONDS LTD,14331,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2000-05-10T00:00:00,0,24
Afidiam,73694,BELGIUM,Antwerp,,Diamond Dealer/Broker,2014-09-08T00:00:00,0,10
A Fishman & Son,12927,USA,New York,New York,Diamond Dealer/Broker,1999-04-20T00:00:00,0,25
A HALPERIN INC.,97512,USA,New York,New York,Diamond Dealer/Broker,2015-01-13T00:00:00,0,9
A J DIAMOND-Ankit Shah,126026,INDIA,Thane,Maharashtra,Diamond Dealer/Broker,2023-07-25T02:33:00,0,1
A J INTERNATIONAL,93054,INDIA,NEW DELHI,Delhi,Independent Jeweler,2014-02-06T00:00:00,0,10
A J MEHTA & CO LLP,21246,INDIA,Mumbai,Maharashtra,Diamond Manufacturer/Cutter,2009-06-12T00:00:00,0,15
A J Pearlman Jewelry,35974,USA,Battle Creek,Michigan,Independent Jeweler,2001-03-07T00:00:00,0,23
A M  DIAMONDS Pvt Ltd,125834,INDIA,GURGARAM,Haryana,Jewelry Retailer,2023-06-28T00:00:00,0,1
A M Diam DMCC,124607,UAE,Dubai,,Diamond Dealer/Broker,2023-07-28T00:00:00,0,1
A M Jewelers Inc.,28705,USA,Clark,New Jersey,Independent Jeweler,2014-12-26T16:09:33,0,10
"A One Gems, Inc.",68791,USA,NEW YORK,New York,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2008-03-19T00:00:00,0,16
A One Imports,91352,USA,San Francisco,California,Independent Jeweler,2018-07-30T00:00:00,0,6
A P GEMS,88996,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2013-04-15T00:00:00,0,11
A P JEWELS,110525,INDIA,Surat,Gujarat,Diamond Manufacturer/Cutter,2022-03-31T00:00:00,0,2
A PARAS & CO,119178,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2021-03-03T00:00:00,0,3
A R EXPORTS,124590,INDIA,SURAT,Gujarat,Jewelry Retailer,2022-12-30T00:00:00,0,2
A S EXPORT,68667,INDIA,MUMBAI,Maharashtra,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Jewelry Manufacturer",2008-03-07T00:00:00,0,16
A S Motiwala Fine Jewellery pvt ltd,107324,INDIA,mumbai,Maharashtra,Jewelry Retail Chain 1-5 Stores,2017-08-22T05:51:00,0,7
A STAR FINE JEWELLERY,126949,INDIA,Thane,Maharashtra,,2023-12-29T02:43:00,0,1
A to Z Diamonds,73300,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2009-12-02T00:00:00,0,15
A to Z Diamonds Ltd.,90957,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2014-02-23T00:00:00,0,10
A V JEWELS,77848,INDIA,mumbai,Maharashtra,Diamond Dealer/Broker,2011-03-29T00:00:00,0,13
A WEISS & SON INC,12315,USA,CHAGRIN FALLS,Ohio,Diamond Dealer/Broker,1999-03-19T00:00:00,0,25
A WIENER & CO,11192,AUSTRALIA,Melbourne,Victoria,Diamond Dealer/Broker,2006-01-31T00:00:00,0,18
A Y AVEN JEWELERY LTD,128478,ISRAEL,Ramat Gan,Tel Aviv District,Jewelry Manufacturer,2024-07-15T00:00:00,0,Less than 1 year
A YOGESHKUMAR & CO.,105865,INDIA,AHMEDABAD,Gujarat,Diamond Dealer/Broker,2017-03-03T01:51:00,0,7
AKSHT IMPEX,92174,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2013-11-29T00:00:00,0,11
AL AIN JEWELLERY TRADING DMCC,108439,UAE,DUBAI,,Gold Buyer,2018-01-03T00:00:00,0,6
Al Amir guld og sølv,127112,DENMARK,København N,,Jewelry Retailer,2024-02-01T00:00:00,0,Less than 1 year
Al Caballero  LLC,105918,USA,Middletown,New Jersey,Jewelry Manufacturer,2017-03-08T00:00:00,0,7
Al Joher Gems Inc.,82723,CANADA,Toronto,Ontario,Diamond Dealer/Broker,2016-07-13T00:00:00,0,8
AL KAMAL GEMS L.L.C,59274,UAE,DUBAI,Dubai,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Rough Diamond Dealer",2008-01-01T00:00:00,0,16
Al Kanz Jewellery LLC,120673,UAE,Dubai,,Jewelry Retailer,2021-08-04T00:00:00,0,3
AL Kareem Jewellers T/A Deluxe Diamond,111189,UNITED KINGDOM,London,,Independent Jeweler 1-5 Stores,2018-10-31T00:00:00,0,6
Al Khaled International for Trading,97145,EGYPT,Cairo,,Diamond Dealer/Broker,2014-12-11T00:00:00,0,10
Al Khor St - Deira - Al Sabkha,109803,UAE,DUBAI,,"Diamond Dealer/Broker, Independent Jeweler 6-10 Stores, Jewelry Manufacturer",2018-05-23T00:00:00,0,6
AL LIALI JEWELLERY L.L.C,66115,UAE,DUBAI,Select,Independent Jeweler,2007-02-21T00:00:00,0,17
AL NAHAR JEWELLERY & WATCHES L.L.C,98245,UAE,Dubai,,Independent Jeweler,2015-03-10T00:00:00,0,9
Al Riyadh Jewellery,105019,UAE,Abu Dhabi,,Independent Jeweler,2016-11-14T00:00:00,0,8
Al Sagar Diamonds FZC,104998,UAE,Dubai,UNITED ARAB EMIRATES,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2016-11-10T00:00:00,1,8
AL SAMAKAH DIAMOND BVBA,123842,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2022-09-08T00:00:00,0,2
AL SARRAF JEWELLERY,122089,UAE,Sharjah,Sharjah,Jewelry Retailer,2022-01-25T00:00:00,0,2
AL SARRAJ JEWELERS,21210,BAHRAIN,Manama,,Diamond Dealer/Broker,2011-08-30T00:00:00,0,13
Al Taufiq Jewellery LLC,120877,UAE,Dubai,,Jewelry Retailer,2021-08-31T00:00:00,0,3
Al Veer Diamonds & Jewellery L.L.C,105401,UAE,Deaira,Dubai,Jewelry Retailer,2017-01-10T00:00:00,1,7
AL ZAIN TRADNG CO. WLL,75420,BAHRAIN,Manama,,"Jewelry Retail Chain 11-30 Stores, Jewelry Manufacturer",2012-09-13T00:00:00,0,12
Al-Ammari CO.,86750,SAUDI ARABIA,jeddah,,Independent Jeweler,2015-03-24T00:00:00,0,9
"Aladdin Gems, LLC",90057,USA,Baltimore,Maryland,"Diamond Dealer/Broker, Appraiser",2013-06-17T00:00:00,0,11
Alamo City Gold & Silver Exchange,127085,USA,San Antonio,Texas,Pawn shop,2024-01-25T12:47:00,0,Less than 1 year
"Alan James Jewelers, LLC",65979,USA,Troy,Michigan,Independent Jeweler,2006-12-21T00:00:00,0,18
Alan Richardson Fine Jewelry,92702,USA,miami,Florida,Diamond Dealer/Broker,2014-01-10T12:05:08,0,10
Alessandra Camilla Milano Srl,123595,ITALY,Milan,Agrigento,Jeweler ,2022-08-02T00:00:00,0,2
Alessio Suraci,118068,ITALY,Treviso,,Wholesaler ,2020-11-09T00:00:00,0,4
Aletto Jewelers,117879,USA,Boca Raton,Florida,Jewelry Retailer,2022-05-09T00:00:00,0,2
Alev Jewelry,117390,USA,North Miami Beach,Florida,Jewelry Retailer,2020-09-01T00:00:00,0,4
Alex B & I,74593,USA,New York,New York,Diamond Dealer/Broker,2010-05-26T00:00:00,0,14
Alex Bros Jewellers,100506,AUSTRALIA,Oakleigh,Victoria,Independent Jeweler,2015-08-25T00:00:00,0,9
Alex Daniel Diamonds Hong Kong Limited,105035,HONG KONG,Hong Kong,,Diamond Manufacturer/Cutter,2016-11-16T00:00:00,0,8
ALEX DANIEL DIAMONDS LTD.,52648,ISRAEL,Ramat Gan,,"Diamond Manufacturer/Cutter, Rough Diamond Dealer",2004-05-20T00:00:00,0,20
Alex Morningstar Corp.,6651,USA,Hollywood,Florida,Jewelry Retail Chain,2016-05-24T00:00:00,0,8
Alexander Jewelers,59628,USA,Riverside,California,Independent Jeweler,2012-01-11T00:00:00,0,12
Alexander Jeweller,93104,AUSTRALIA,Parramatta,New South Wales,Independent Jeweler,2014-02-09T02:48:35,0,10
Alexander Primak Jewelry Inc.,23514,USA,New York,New York,"Online Jewelry Store, Jewelry Manufacturer",2010-08-23T00:00:00,0,14
Alexander Vasilishin-Evilio,124016,ISRAEL,Rishon LeZion,Central District,Independent Jeweler,2022-10-03T00:00:00,0,2
"Alexandra Beth Designs, Inc",119955,USA,Brooklyn,New York,Jewelry Retailer,2021-05-14T00:00:00,0,3
Alexandra Group,107372,USA,New Milford,Connecticut,Gold Buyer,2024-09-25T00:00:00,0,Less than 1 year
Alexandros Papadakis,127952,GREECE,Piraeus,Achaea Regional Unit,Jewelry Retailer,2024-05-08T00:00:00,0,Less than 1 year
Alexis Diamond Ltd.,116807,ISRAEL,Herzelia,Central District,Jeweler ,2021-06-23T00:00:00,0,3
Alexis Jewels,80350,UNITED KINGDOM,London,,Jewelry Manufacturer,2011-11-22T00:00:00,0,13
Alexis Vourvoulis,123762,USA,New York,New York,Estate Jewelry Dealer/Broker,2022-08-26T16:08:00,0,2
Alfa Global Trading,121412,USA,Irvine,California,Online Jewelry Store,2021-11-09T00:00:00,0,3
Alfares Jewellery,115900,KUWAIT,Shuwaikh,,Diamond Dealer/Broker,2020-01-29T00:00:00,0,4
ALG USA LLC,79934,USA,New York,New York,Diamond Dealer/Broker,2011-09-01T00:00:00,0,13
Algozzini Gioielli S.N.C.,112537,ITALY,Torino,,Independent Jeweler,2019-03-25T00:00:00,0,5
ALhb llc,111890,USA,novi,Michigan,Independent Jeweler,2019-01-28T00:00:00,0,5
Ali's Diamond,102309,TURKEY,Istanbul,Adana,"Diamond Dealer/Broker, Jewelry Manufacturer",2016-01-26T00:00:00,0,8
Alan Rocca Ltd,6554,USA,Oak Brook,Illinois,Independent Jeweler,2005-07-11T00:00:00,0,19
Alanka Fine Jewelry,116524,CAMBODIA,Phnom Penh,,Independent Jeweler,2020-05-07T00:00:00,0,4
ALANKAR JEWELLERS,101870,INDIA,PATNA,Bihar,,2015-12-23T00:00:00,0,9
ALANKAR- Aashish Agrawal,127196,INDIA,Jabalpur,Madhya Pradesh,Jewelry Retailer,2024-02-14T00:00:00,0,Less than 1 year
Alart Jewelery &Diamonds,107374,USA,New York,New York,Independent Jeweler,2017-08-24T00:00:00,0,7
ALAUKIK GEMS,94134,INDIA,MUMBAI,Maharashtra,"Diamond Manufacturer/Cutter, Independent Jeweler",2014-04-14T00:00:00,1,10
"Albar Imports, Inc.",73584,USA,COSTA MESA,California,Independent Jeweler,2010-01-18T00:00:00,0,14
Albert and Sons Jewelry,75979,USA,New York,New York,Diamond Dealer/Broker,2010-10-25T00:00:00,0,14
ALBERT DAVID PEARL & GEM,14664,USA,Brooklyn,New York,Diamond Dealer/Broker,2006-10-04T00:00:00,0,18
Albert Jewellery Company Limited,86171,HONG KONG,Kowloon,Hong Kong,Jewelry Manufacturer,2012-10-02T00:00:00,0,12
Albert Rezko Jewelry Design,88099,USA,San Diego,California,Designer,2013-02-08T00:00:00,0,11
Albert Zohar,89887,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2013-06-13T00:00:00,0,11
Albert's Fine Jewelers,76835,USA,Miami,Florida,Independent Jeweler,2011-01-11T00:00:00,0,13
Albert's Jewelers,7520,USA,Schererville,Indiana,"Independent Jeweler 1-5 Stores, Online Jewelry Store, Pawn shop",2013-05-30T00:00:00,0,11
ALBERTI GIOIELLI SRL,96001,ITALY,VALENZA (AL),,Jewelry Manufacturer,2014-09-16T00:00:00,0,10
ALBERTO COLLECTIONS,53827,USA,Great Neck,New York,Jewelry Manufacturer,2014-11-03T00:00:00,0,10
ALBION CONSULTING PVT LTD,87493,INDIA,NEW DELHI,Delhi,Jewelry Manufacturer,2012-12-26T00:00:00,0,12
Alchemy,97019,USA,Portland,Oregon,Independent Jeweler,2014-12-02T00:00:00,0,10
Aldanmaz Investments Ltd.,69614,CANADA,Toronto,Alberta,Diamond Dealer/Broker,2008-07-21T00:00:00,0,16
Aldoro Jewellery,124098,ARMENIA,Yerevan,,Jewelry Manufacturer,2022-10-20T00:00:00,0,2
Alef,118037,FRANCE,Paris,,"Diamond Dealer/Broker, Jewelry Manufacturer",2020-11-04T00:00:00,0,4
ALEKS SA,55560,LATVIA,RIGA,Riga,Jewelry Manufacturer,2007-12-03T00:00:00,0,17
Aleksei & Co.,116805,USA,Westminster,California,"Diamond Dealer/Broker, Jewelry Retail Chain, Online Jewelry Store",2020-06-22T00:00:00,0,4
Alemli Kiymetli Madeler Sanayi Ve Ticaret Limited,113015,TURKEY,Istanbul,,Diamond Dealer/Broker,2019-04-22T00:00:00,0,5
Alera Gems Company Limited,120159,HONG KONG,Central,,Jewelry Retailer,2021-06-02T00:00:00,0,3
ADAMAS DIAMONDS FAR EAST LTD,113693,HONG KONG,HONG KONG,,Diamond Dealer/Broker,2019-06-20T00:00:00,0,5
Adamas Diamonds Ltd.,92839,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2014-01-21T00:00:00,0,10
"Adamas I, Inc",81746,USA,San Juan Capistrano,California,Diamond Dealer/Broker,2012-01-17T00:00:00,0,12
Adamas Inc d.b.a ADAMAS FINE JEWELRY,46111,USA,NEWTON,Massachusetts,Independent Jeweler,2008-01-01T00:00:00,0,16
ADAMAS LTD.,2475,MAURITIUS,Floreal,,Independent Jeweler,2006-06-23T00:00:00,0,18
ADAMCO TRADING,41936,USA,New York,New York,Diamond Dealer/Broker,2002-06-12T00:00:00,0,22
Adams Brown Co Inc,109096,USA,Cranbury,New Jersey,Independent Jeweler,2018-03-12T00:00:00,0,6
Adams Gold LTD,85466,UNITED KINGDOM,LONDON,,Jewelry Manufacturer,2012-08-21T00:00:00,0,12
Adams Jewelry,107377,USA,Orlando,Florida,Independent Jeweler,2017-08-24T00:00:00,0,7
ADAR BONYAN FOR GOLD AND JEWELLERY ESTABLISHMENT,128560,SAUDI ARABIA,JEDDAH,,Appraiser,2024-07-18T00:00:00,0,Less than 1 year
Adar Enterprises Inc.,69261,USA,Long Branch,New Jersey,Diamond Dealer/Broker,2008-05-29T00:00:00,0,16
Adasco Designs Inc,19430,USA,New York,New York,Diamond Dealer/Broker,2009-08-27T00:00:00,0,15
ADCO Diamond Corp,7413,USA,Boston,Massachusetts,Independent Jeweler,2010-03-01T00:00:00,0,14
"Addeo Jewelers, LLC",13655,USA,LAKE MARY/Heathrow,Florida,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores, Appraiser",2006-04-17T00:00:00,0,18
Addino LLC,69413,USA,New York,New York,Diamond Dealer/Broker,2008-06-16T00:00:00,0,16
Adel Edwar,125918,EGYPT,Cairo,Cairo,Jeweler ,2023-07-11T00:00:00,0,1
Adele Diamond,105772,USA,Virginia Beach,Virginia,Independent Jeweler,2017-02-22T00:00:00,0,7
Adeo Amore,22260,USA,Matawan,New Jersey,Independent Jeweler,2007-03-13T00:00:00,0,17
ADESH EXPORTS,74274,INDIA,mumbai,Maharashtra,Diamond Manufacturer/Cutter,2010-04-16T00:00:00,0,14
ADH London,84205,UNITED KINGDOM,London,,Jewelry Manufacturer,2012-05-24T00:00:00,0,12
ADI GEM LLC,129308,USA,,,Jewelry Retailer,2024-09-11T00:00:00,0,Less than 1 year
ADI Inc.,19287,USA,Bellevue,Washington,Independent Jeweler,2010-06-08T00:00:00,0,14
ADIAM NV,35567,BELGIUM,Antwerpen,,Diamond Dealer/Broker,2013-08-27T00:00:00,0,11
ADIANK DIAM LLP,109419,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2018-04-16T00:00:00,0,6
Adiga Pty Ltd,123642,AUSTRALIA,Melbourne,Victoria,Gold Buyer,2022-08-22T00:00:00,0,2
AADIAM DMCC,117661,UAE,DUBAI,UAE,Diamond Dealer/Broker,2020-09-21T00:00:00,1,4
AADISHWAR EXIM PVT.LTD,53651,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2013-01-18T00:00:00,0,11
AAGAM HK- LIMITED,127731,HONG KONG,KOWLOON,,Diamond Dealer/Broker,2024-04-09T22:49:00,0,Less than 1 year
AAHIISHAA PVT LTD,129084,INDIA,,,,Unknown,0,Unknown
AAKAR CREATIONS,129195,INDIA,,,Independent Jeweler,Unknown,0,Unknown
AAKAR DIAJEWEL LLP,92164,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2013-11-28T00:00:00,0,11
AAKASH DIAMOND,118614,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2021-01-14T00:00:00,0,3
Aakash Diamonds Inc.,28313,USA,Los Angeles,California,Diamond Dealer/Broker,2011-11-07T00:00:00,3,13
AAMIR NOOR JEWELLERY TRADING LLC,94931,UAE,DIERA,DUBAI,Jewelry Manufacturer,2014-06-18T00:00:00,0,10
AAN JEWELS,107658,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2017-09-25T00:00:00,0,7
"Aangi Diam, Inc.",53817,USA,Los Angeles,California,Diamond Dealer/Broker,2008-08-05T00:00:00,0,16
Aaniva HK Limited,106026,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2017-03-22T00:00:00,0,7
AAR BROTHERS,121854,INDIA,MUMBAI,Maharashtra,,2021-12-31T00:00:00,0,3
AARADHYA GEMS,111706,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2019-01-11T00:00:00,0,5
AARAS DIAM DMCC,112828,UAE,DUBAI,,Diamond Dealer/Broker,2019-04-05T00:00:00,0,5
AARAV DIAM LLC,78552,UAE,DUBAI,,Diamond Dealer/Broker,2011-05-25T00:00:00,0,13
Aarav Gems bvba,105275,BELGIUM,Antwerp,BELGIUM,Diamond Dealer/Broker,2016-12-19T00:00:00,0,8
AARAV JEWELS,87250,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2012-12-07T00:00:00,0,12
AARAV SOLITAIRES,74144,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2010-04-13T00:00:00,0,14
AARAVYAA JEWELS,110078,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2018-06-25T00:00:00,0,6
AARISA SOLITAIRES,115139,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-11-14T00:00:00,0,5
Aariya Limited,113575,UNITED KINGDOM,Birmingham,,Independent Jeweler,2019-06-11T00:00:00,0,5
Aariyah Diamond,128474,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2024-07-16T00:00:00,0,Less than 1 year
Aarki diam inc.,130329,USA,new york,New York,Diamond Dealer/Broker,2024-12-17T00:00:00,0,Less than 1 year
AARNA DIAM,117178,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2020-08-06T00:00:00,0,4
Alice M.,104529,ITALY,ROMA,,Diamond Dealer/Broker,2016-09-14T00:00:00,0,8
Alicia James Ltd,105243,UNITED KINGDOM,London,,Appraiser,2016-12-13T00:00:00,0,8
ALICIA'S GOLDEN DREAM,6182,USA,Bayside,New York,Independent Jeweler,2007-02-08T00:00:00,0,17
Aline Diamonds Ltd.,99734,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2015-06-16T00:00:00,0,9
Alisar Gems bvba,71959,BELGIUM,Antwerpen,Antwerp,Diamond Dealer/Broker,2009-10-27T00:00:00,0,15
Alistair Diamonds,124944,USA,,North Carolina,Independent Jeweler,2023-02-20T19:17:00,0,1
Alkhouloud Jewelry,114634,KUWAIT,Surra,,Jewelry Retail Chain,2019-10-04T00:00:00,0,5
ALL DIAMONDS ELSTERNWICK PTY LTD,127915,AUSTRALIA,Elsternwick,Victoria,Jewelry Retailer,2024-05-02T00:00:00,0,Less than 1 year
ALL IN ONE,113583,USA,TACOMA,Washington,Pawn shop,2019-06-11T00:00:00,0,5
ALL YOURS,69710,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2008-08-06T00:00:00,0,16
ALLAN A. GOLDMAN INC.,14772,USA,New York,New York,Diamond Dealer/Broker,2009-07-15T00:00:00,0,15
Allayev Jewelry,69078,USA,Phoenix,Arizona,Diamond Dealer/Broker,2008-05-02T00:00:00,0,16
Allison Hall Jewelry,110754,USA,,Oregon,Independent Jeweler,2018-09-14T00:00:00,0,6
Allison-Kaufman,17678,USA,Van Nuys,California,Jewelry Manufacturer,2004-02-03T00:00:00,0,20
Allura fine jewellery,127186,KUWAIT,Salmiya,Al Ahmadi Governorate,Jewelry Retailer,2024-02-13T00:00:00,0,Less than 1 year
ALLURE CREATIONS INC.,48851,USA,Fort Lee,New Jersey,"Diamond Dealer/Broker, Online Jewelry Store",2006-05-22T00:00:00,0,18
Allure Diamond Inc.,84902,USA,New York,New York,Diamond Dealer/Broker,2012-07-12T00:00:00,0,12
Allure Jewels International,118767,BAHAMAS,Nassau,,Jewelry Retailer,2021-01-28T00:00:00,0,3
Allure United Group,89293,USA,New York,New York,Gold Buyer,2013-05-01T00:00:00,0,11
Almaas London Ltd.,120495,UNITED KINGDOM,London,,Independent Jeweler,2021-07-14T00:00:00,0,3
ALMAGOR DIAMONDS INC.,56980,USA,Miami,Florida,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Pawn shop",2006-03-27T00:00:00,0,18
Almaz Diamond U,75669,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2010-09-26T00:00:00,0,14
Almaz Juwelenhandelsgesellschaft,123441,AUSTRIA,Vienna,Burgenland,"Independent Jeweler, Online Jewelry Store",2022-07-07T00:00:00,0,2
Almaz Ventures,117168,USA,Murphy,Texas,Estate Jewelry Dealer/Broker,2020-08-04T00:00:00,0,4
Almeraa Gold Trading LLC,124880,UAE,Deira,Dubai,Diamond Dealer/Broker,2023-02-14T00:00:00,0,1
AFRICA JLRY,24868,TAIWAN,Taipei,R. O. C.,Independent Jeweler,2000-04-13T00:00:00,0,24
African Mining Company Ltd.,84315,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2012-06-03T00:00:00,0,12
AFRICAN STAR (HK) LIMITED,117676,HONG KONG,KOWLOON,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2020-09-22T00:00:00,1,4
